"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DYQ4UAQ4","journalArticle","2020","Baker, Christopher A.; Lee, Shinyoung; De, Jaysankar; Jeong, Kwangcheol C.; Schneider, Keith R.","Survival ofEscherichia coliO157 in autoclaved and natural sandy soil mesocosms","PLOS ONE","","","10.1371/journal.pone.0234562","","While the soil microbiome may influence pathogen survival, determining the major contributors that reduce pathogen survival is inconclusive. This research was performed to determine the survival ofE.coliO157 in autoclaved and natural (unautoclaved) sandy soils. Soils were inoculated with three differentE.coliO157 strains (stx1+/stx2+,stx1-/stx2-,and stx1-/stx2+), and enumerated until extinction at 30 degrees C. There was a significant difference in the survival ofE.coliO157 based on soil treatment (autoclaved versus natural) at 30 degrees C on days 1 (P= 0.00022), 3, (P= 2.53e-14), 7 (P= 5.59e-16), 14 (P= 1.072e-12), 30 (P= 7.18e-9), and 56 (P= 0.00029), with greater survival in autoclaved soils. The time to extinction (two consecutive negative enrichments) for all three strains was 169 and 84 days for autoclaved and natural soils, respectively. A separateE.coliO157 trial supplemented with 16S rRNA gene sequencing of the soil microbiome was performed at 15 degrees C and 30 degrees C on days 0, 7, 14, and 28 for each soil treatment. Greater species richness (Chao1,P= 2.2e-16) and diversity (Shannon,P= 2.2e-16) was observed in natural soils in comparison with autoclaved soils. Weighted UniFrac (beta-diversity) showed a clear distinction between soil treatments (P= 0.001). The greatest reduction ofE.coliO157 was observed in natural soils at 30 degrees C, and several bacterial taxa positively correlated (relative abundance) with time (day 0 to 28) in these soils (P< 0.05), suggesting that the presence of those bacteria might cause the reduction ofE.coliO157. Taken together, a clear distinction inE.coliO157 survival, was observed between autoclaved and natural soils along with corresponding differences in microbial diversity in soil treatments. This research provides further insights into the bacterial taxa that may influenceE.coliO157 in soils.","2020-06-11","2022-06-27 16:29:01","2022-06-30 17:03:59","","","","6","15","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VV42GUF4","journalArticle","2021","Warncke, Gert; Singer, Georg; Windhaber, Jana; Schabl, Lukas; Friehs, Elena; Miekisch, Wolfram; Gierschner, Peter; Klymiuk, Ingeborg; Eber, Ernst; Zeder, Katarina; Pfleger, Andreas; Obermuller, Beate; Till, Holger; Castellani, Christoph","Volatile Organic Compounds, Bacterial Airway Microbiome, Spirometry and Exercise Performance of Patients after Surgical Repair of Congenital Diaphragmatic Hernia","MOLECULES","","","10.3390/molecules26030645","","The aim of this study was to analyze the exhaled volatile organic compounds (VOCs) profile, airway microbiome, lung function and exercise performance in congenital diaphragmatic hernia (CDH) patients compared to healthy age and sex-matched controls. A total of nine patients (median age 9 years, range 6-13 years) treated for CDH were included. Exhaled VOCs were measured by GC-MS. Airway microbiome was determined from deep induced sputum by 16S rRNA gene sequencing. Patients underwent conventional spirometry and exhausting bicycle spiroergometry. The exhaled VOC profile showed significantly higher levels of cyclohexane and significantly lower levels of acetone and 2-methylbutane in CDH patients. Microbiome analysis revealed no significant differences for alpha-diversity, beta-diversity and LefSe analysis. CDH patients had significantly lower relative abundances of Pasteurellales and Pasteurellaceae. CDH patients exhibited a significantly reduced Tiffeneau Index. Spiroergometry showed no significant differences. This is the first study to report the VOCs profile and airway microbiome in patients with CDH. Elevations of cyclohexane observed in the CDH group have also been reported in cases of lung cancer and pneumonia. CDH patients had no signs of impaired physical performance capacity, fueling controversial reports in the literature.","2021-02","2022-06-27 16:29:01","2022-06-30 20:18:25","","","","3","26","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human oral; var-disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIXBI4C5","journalArticle","2021","Abu Fanas, Salem; Brigi, Carel; Varma, Sudhir Rama; Desai, Vijay; Senok, Abiola; D'souza, Jovita","The prevalence of novel periodontal pathogens and bacterial complexes in Stage II generalized periodontitis based on 16S rRNA next generation sequencing","JOURNAL OF APPLIED ORAL SCIENCE","","","10.1590/1678-7757-2020-0787","","Objective: To define the subgingival microbial profile associated with Stage II generalized periodontitis using next-generation sequencing and to determine the relative abundance of novel periodontal pathogens and bacterial complexes. Methodology: Subgingival biofilm samples were collected from 80 subjects diagnosed with Stage II generalized periodontitis. Bacterial DNA was extracted, and 16S rRNA-based bacterial profiling via next-generation sequencing was carried out. The bacterial composition and diversity of microbial communities based on the age and sex of the patients were analyzed. The bacterial species were organized into groups: bacterial complexes (red, orange, purple, yellow, and green), novel periodontal pathogens, periodontal health-related species, and unclassified periodontal species. The results were analyzed and statistically evaluated. Results: The highest number of bacteria belonged to the phylum Bacteroidetes and Firmicutes. In terms of relative abundance, the orange complex represented 18.99%, novel bacterial species (Fretibacterium spp. and Saccharibacteria spp.) comprised 17.34%, periodontal health-related species accounted for 16.75% and unclassified periodontal species represented (Leptotrichia spp. and Selenomonas spp.) 15.61%. Novel periodontal pathogens had outweighed the periodontal disease-related red complex (5.3%). The one-sample z-test performed was statistically significant at p<0.05. The Beta diversity based on the unweighted UniFrac distance at the species level demonstrated a total variance of 15.77% based on age and 39.19% on sex, which was not statistically significant. Conclusion: The bacterial species corresponding to the disease-related orange complex and novel periodontal pathogens are predominant in Stage II generalized periodontitis.","2021","2022-06-27 16:29:01","2022-06-29 17:16:58","","","","","29","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human oral; var-disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAQJHJRP","journalArticle","2018","Dias, Juliana; Marcondes, Marcos Inacio; de Souza, Shirley Motta; da Mata e Silva, Barbara Cardoso; Noronha, Melline Fontes; Resende, Rafael Tassinari; Machado, Fernanda Samarini; Mantovani, Hilario Cuquetto; Dill-McFarland, Kimberly A.; Suen, Garret","Bacterial Community Dynamics across the Gastrointestinal Tracts of Dairy Calves during Preweaning Development","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","","","10.1128/AEM.02675-17","","Microbial communities play critical roles in the gastrointestinal tracts (GIT) of preruminant calves by influencing performance and health. However, little is known about the establishment of microbial communities in the calf GIT or their dynamics during development. In this study, next-generation sequencing was used to assess changes in the bacterial communities of the rumen, jejunum, cecum, and colon in 26 crossbred calves at four developmental stages (7, 28, 49, and 63 days old). Alpha diversity differed among GIT regions with the lowest diversity and evenness in the jejunum, whereas no changes in alpha diversity were observed across developmental stage. Beta diversity analysis showed both region and age effects, with low numbers of operational taxonomic units (OTUs) shared between regions within a given age group or between ages in a given region. Taxonomic analysis revealed that several taxa coexisted in the rumen, jejunum, cecum, and colon but that their abundances differed considerably by GIT region and age. As calves aged, we observed lower abundances of taxa such as Bacteroides, Parabacteroides, and Paraprevotella with higher abundances of Bulleidia and Succiniclasticum in the rumen. The jejunum also displayed taxonomic changes with increases in Clostridiaceae and Turicibacter taxa in older calves. In the lower gut, taxa such as Lactobacillus, Blautia, and Faecalibacterium decreased and S24-7, Paraprevotella, and Prevotella increased as calves aged. These data support a model whereby early and successive colonization by bacteria occurs across the GIT of calves and provides insights into the temporal dynamics of the GIT microbiota of dairy calves during preweaning development. IMPORTANCE The gastrointestinal tracts (GIT) of ruminants, such as dairy cows, house complex microbial communities that contribute to their overall health and support their ability to produce milk. For example, the rumen microbiota converts feed into usable nutrients, while the jejunal microbiota provides access to protein. Thus, establishing a properly functioning GIT microbiota in dairy calves is critical to their productivity as adult cows. However, little is known about the establishment, maintenance, and dynamics of the calf GIT microbiota in early life. In this study, we evaluated the bacterial communities in the rumen, jejunum, cecum, and colon in dairy calves across preweaning development and show that they are highly variable early on in life before transitioning to a stable community. Understanding the dairy calf GIT microbiota has implications for ensuring proper health during early life and will aid in efforts to develop strategies for improving downstream production.","2018-05","2022-06-27 16:29:01","2022-07-01 16:16:46","","","","9","84","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-cattle rumen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWCTNH8P","journalArticle","2021","Mayer, Teresa; Mari, Alfredo; Almario, Juliana; Murillo-Roos, Mariana; Abdullah, Hafiz Syed M.; Dombrowski, Nina; Hacquard, Stephane; Kemen, Eric M.; Agler, Matthew T.","Obtaining deeper insights into microbiome diversity using a simple method to block host and nontargets in amplicon sequencing","MOLECULAR ECOLOGY RESOURCES","","","10.1111/1755-0998.13408","","Profiling diverse microbiomes is revolutionizing our understanding of biological mechanisms and ecologically relevant problems, including metaorganism (host + microbiome) assembly, functions and adaptation. Amplicon sequencing of multiple conserved, phylogenetically informative loci has therefore become an instrumental tool for many researchers. Investigations in many systems are hindered, however, since essential sequencing depth can be lost by amplification of nontarget DNA from hosts or overabundant microorganisms. Here, we introduce “blocking oligos”, a low-cost and flexible method using standard oligonucleotides to block amplification of diverse nontargets and software to aid their design. We apply them primarily in leaves, where exceptional challenges with host amplification prevail. A. thaliana-specific blocking oligos applied in eight different target loci reduce undesirable host amplification by up to 90%. To expand applicability, we designed universal 16S and 18S rRNA gene plant blocking oligos for targets that are conserved in diverse plant species and demonstrate that they efficiently block five plant species from five orders spanning monocots and dicots (Bromus erectus, Plantago lanceolata, Lotus corniculatus, Amaranth sp., Arabidopsis thaliana). These can increase alpha diversity discovery without biasing beta diversity patterns and do not compromise microbial load information inherent to plant-derived 16S rRNA gene amplicon sequencing data. Finally, we designed and tested blocking oligos to avoid amplification of 18S rRNA genes of a sporulating oomycete pathogen, demonstrating their effectiveness in applications well beyond plants. Using these tools, we generated a survey of the A. thaliana leaf microbiome based on eight loci targeting bacterial, fungal, oomycete and other eukaryotic microorganisms and discuss complementarity of commonly used amplicon sequencing regions for describing leaf microbiota. This approach has potential to make questions in a variety of study systems more tractable by making amplicon sequencing more targeted, leading to deeper, systems-based insights into microbial discovery. For fast and easy design for blocking oligos for any nontarget DNA in other study systems, we developed a publicly available R package.","2021-08","2022-06-27 16:29:01","2022-06-30 17:07:14","","1952-1965","","6","21","","","","","","","","","","","","","","","","","Type: Article","","","","remove","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QHVK22ZI","journalArticle","2020","Crusell, Mie K. W.; Brink, Laerke R.; Nielsen, Trine; Allin, Kristine H.; Hansen, Torben; Damm, Peter; Lauenborg, Jeannet; Hansen, Tue H.; Pedersen, Oluf","Gestational diabetes and the human salivary microbiota: a longitudinal study during pregnancy and postpartum","BMC PREGNANCY AND CHILDBIRTH","","","10.1186/s12884-020-2764-y","","BackgroundAn aberrant composition of the salivary microbiota has been found in individuals with type 2 diabetes, and in pregnant women salivary microbiota composition has been associated with preeclampsia and pre-term birth. Pregnant women, who develop gestational diabetes (GDM), have a high risk of developing type 2 diabetes after pregnancy. In the present study we assessed whether GDM is linked to variation in the oral microbial community by examining the diversity and composition of the salivary microbiota.MethodIn this observational study the salivary microbiota of pregnant women with GDM (n=50) and normal glucose regulation (n=160) in third trimester and 9 months postpartum was assessed by 16S rRNA gene amplicon sequencing of the V1-V3 region. GDM was diagnosed in accordance with the International Association of the Diabetes and Pregnancy Study Groups (IADPSG) criteria. Cross-sectional difference in alpha diversity was assessed using Student's t-test and longitudinal changes were assessed by mixed linear regression. Cross-sectional and longitudinal difference in beta diversity was assessed by permutational multivariate analyses of variance. Differentially abundant genera and OTUs were identified by negative binomial regression.ResultsIn the third trimester, two species-level operational taxonomic units (OTUs), while eight OTUs postpartum were differentially abundant in women with GDM compared with normoglycaemic women. OTU richness, Shannon diversity and Pielou evenness decreased from late pregnancy to 9 months after delivery regardless of glycaemic status.ConclusionGDM is associated with a minor aberration of the salivary microbiota during late pregnancy and postpartum. For unknown reasons richness of the salivary microbiota decreased from late pregnancy to postpartum, which might be explained by the physiological changes of the immune system during human pregnancy.","2020-01-31","2022-06-27 16:29:01","2022-07-19 19:26:14","","","","1","20","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human oral; var-disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUU8EGN9","journalArticle","2021","Becker, Anne A. M. J.; Hill, K. C.; Butaye, Patrick","Unraveling the Gut Microbiome of the Invasive Small Indian Mongoose (Urva auropunctata) in the Caribbean","MICROORGANISMS","","","10.3390/microorganisms9030465","","Small Indian mongooses (Urva auropunctata) are among the most pervasive predators to disrupt the native ecology on Caribbean islands and are strongly entrenched in their areas of introduction. Few studies, however, have considered the microbial ecology of such biological invasions. In this study, we investigated the gut microbiota of invasive small Indian mongooses in terms of taxonomic diversity and functional potential. To this end, we collected fecal samples from 60 free-roaming mongooses trapped in different vegetation zones on the island Saint Kitts. The core gut microbiome, assessed by 16S rRNA amplicon gene sequencing on the Ion S5(TM) XL platform, reflects a carnivore-like signature with a dominant abundance of Firmicutes (54.96%), followed by Proteobacteria (13.98%) and Fusobacteria (12.39%), and a relatively minor contribution of Actinobacteria (10.4%) and Bacteroidetes (6.40%). Mongooses trapped at coastal sites exhibited a higher relative abundance of Fusobacterium spp. whereas those trapped in scrubland areas were enriched in Bacteroidetes, but there was no site-specific difference in predicted metabolic properties. Between males and females, beta-diversity was not significantly different and no sex-specific strategies for energy production were observed. However, the relative abundance of Gammaproteobacteria, and more specifically, Enterobacteriaceae, was significantly higher in males. This first description of the microbial profile of small Indian mongooses provides new insights into their bioecology and can serve as a springboard to further elucidating this invasive predator's impact throughout the Caribbean.","2021-03","2022-06-27 16:29:01","2022-06-30 19:50:30","","","","3","9","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-mongoose gut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEQYSFAJ","journalArticle","2020","Huyben, David; Roehe, Beeke K.; Bekaert, Michael; Ruyter, Bente; Glencross, Brett","Dietary Lipid:Protein Ratio and n-3 Long-Chain Polyunsaturated Fatty Acids Alters the Gut Microbiome of Atlantic Salmon Under Hypoxic and Normoxic Conditions","FRONTIERS IN MICROBIOLOGY","","","10.3389/fmicb.2020.589898","","Researchers have adjusted dietary lipid:protein ratios and n-3 long-chain polyunsaturated fatty acids (LC-PUFA) to optimize the growth performance of Atlantic salmon. However, dietary impacts on the gut microbiome are lacking, especially under varying environmental conditions. To examine this response, post-smolt salmon (184 +/- 5 g) were fed diets with lipid:protein ratios considered low (180, 570 g/kg) and high (230, 460 g/kg) along with low and high levels of n-3 LC-PUFA (7 or 14 g/kg) while fish were reared under low and high levels of dissolved oxygen (6.7 or 8.0 mg/L). At day 0, 35 and 116, digesta in the distal intestine were collected and analyzed for viable counts and 16S ribosomal RNA (rRNA) genes (V4 region) using Illumina MiSeq. The reduction in oxygen had negligible effects, except on viable plate counts of total bacteria and an initial effect on beta-diversity. In contrast, the high lipid (HL) diets had an increased alpha-diversity (e.g., Shannon and Chao-1) at day 0 and day 35 whereas high n-3 diets suppressed these indices at day 116. Generally, a reduction in alpha-diversity was observed over time and an interaction between lipid:protein ratio x n-3 was found. Between diets, beta-diversity and phyla abundance were similar as both Proteobacteria (44%) and Firmicutes (21%) dominated. However, at the genus level Aliivibrio, Streptococcus, Weissella, and Lactobacillus, were associated with low lipid (LL) diets while the high lipid diets were associated with less abundant bacteria, e.g., Chromohalobacter. At day 116, the relative abundance of the Tenericutes phylum increased 10-fold (36%). Fish fed the high lipid diet with high n-3 had reduced alpha-diversity, lowest abundance of lactic acid bacteria, and highest abundance of Mycoplasma, which may indicate a less healthy gut microbiome. Phylogenetic Investigation of Communities by Reconstruction of Unobserved States (PICRUSt) analysis revealed that saturated and unsaturated fatty acid biosynthesis pathways were several folds higher in fish fed the high lipid diet, possibly to compensate for the lack of dietary n-3. In summary, our results show that the viable plate counts, alpha-diversity, beta-diversity, and predictive function of gut bacteria in Atlantic salmon post-smolts are influenced by dietary lipid:protein ratio and n-3 LC-PUFA over several time points with little effect by dissolved oxygen.","2020-12-23","2022-06-27 16:29:01","2022-07-19 17:05:09","","","","","11","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-fish gut; var-disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELBMUNBU","journalArticle","2021","Almeida-Santos, Ana; Martins-Mendes, Daniela; Gaya-Vidal, Magdalena; Perez-Pardal, Lucia; Beja-Pereira, Albano","Characterization of the Oral Microbiome of Medicated Type-2 Diabetes Patients","FRONTIERS IN MICROBIOLOGY","","","10.3389/fmicb.2021.610370","","Type 2 diabetes mellitus (T2DM) is a chronic metabolic disease that is becoming a significant global health care problem. Several studies have shown that people with diabetes are more susceptible to oral problems, such as periodontitis and, although the causes are still inconclusive, oral microbiota is considered to play a major role in oral health. This study aimed to characterize the oral microbiome of a sample representing T2DM patients from Portugal and exploit potential associations between some microorganisms and variables like teeth brushing, smoking habits, average blood sugar levels, medication and nutrient intake. By sequencing the hypervariable regions V3-V4 of the 16S rRNA gene in 50 individuals belonging to a group of diabetes patients and a control group, we found a total of 232 taxa, from which only 65% were shared between both groups. No differences were found in terms of alpha and beta diversity between categories. We did not find significant differences in the oral microbiome profiles of control and diabetes patients. Only the class Synergistia and the genus TG5, which are related to periodontitis, were statistically more frequent in the control group. The similar microbiome profiles of medicated diabetics and the control group indicates that the relationship between the T2DM and the oral microbiome might be more related to either the lifestyle/diet rather than diabetes per se. Moreover, this study provides, for the first time, insights into the oral microbiome of a population with a high prevalence of diabetes.","2021-02-05","2022-06-27 16:29:01","2022-06-29 17:14:20","","","","","12","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human oral; var-disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37B8FW8E","journalArticle","2020","Tsakmaklis, Anastasia; Vehreschild, Maria; Farowski, Fedja; Trommer, Maike; Kohler, Christhardt; Herter, Jan; Marnitz, Simone","Changes in the cervical microbiota of cervical cancer patients after primary radio-chemotherapy","INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER","","","10.1136/ijgc-2019-000801","","Objective Several recent studies have identified a potential interaction between the vaginal microbiota and gynecological cancers, but little is known about the cervical microbiota and its changes during cancer treatment. Therefore, the aim of the study was to evaluate the quantitative and qualitative changes of cervical microbiota in patients undergoing concurrent chemotherapy and radiation treatment for locally advanced cervical cancer. Methods Cervical cytobrush samples of 15 cervical patients undergoing chemoradiation treatment were collected 1 day before starting external beam radiation therapy and on the day of the last fraction of brachytherapy. After DNA extraction, 16S rRNA amplicon sequencing of the V3-V4 region was performed on the MiSeq platform, followed by data processing and statistical analyses concerning the alpha and beta diversity of 16 samples (7 samples were excluded because of incomplete sample sets). Results The amount of amplicon yield after polymerase chain reaction analysis in post-radiation samples was significantly lower compared with the baseline samples (pre 31.49 +/- 24.07 ng/mu l; post 1.33 +/- 1.94 ng/mu l; p=0.007). A comparison of pre-treatment and post-treatment samples did not show significant differences regarding beta diversity (weighted UniFrac). There was no significant difference in alpha diversity, which is used to characterize species diversity within a particular community and takes into account both number and abundance (Shannon Diversity Index pre-treatment samples: 2.167 +/- 0.7504 (95% CI 1.54 to 2.79); post-treatment samples: 1.97 +/- 0.43 (95% CI 1.61 to 2.33); p=0.38). Interindividual differences in patients could partly explain some variation of the samples (permutational multivariate analysis of variance). Conclusion There was a strong reduction in cervical bacterial loads after chemoradiation. Neither alpha nor beta diversity varied significantly when baseline samples were compared with post-treatment samples.","2020-09","2022-06-27 16:29:01","2022-07-19 19:55:50","","1326-1330","","9","30","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human vagina; var-treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6TKD568","journalArticle","2019","Mihaila, Dragos; Donegan, Jordan; Barns, Sarah; LaRocca, Daria; Du, Qian; Zheng, Danny; Vidal, Michael; Neville, Christopher; Uhlig, Richard; Middleton, Frank A.","The oral microbiome of early stage Parkinson's disease and its relationship with functional measures of motor and non-motor function","PLOS ONE","","","10.1371/journal.pone.0218252","","Changes in the function and microbiome of the upper and lower gastrointestinal tract have been documented in Parkinson's disease (PD), although most studies have examined merely fecal microbiome profiles and patients with advanced disease states. In the present study we sought to identify sensitive and specific biomarkers of changes in the oral microbiome of early stage PD through shotgun metatranscriptomic profiling. We recruited 48 PD subjects and 36 age- and gender-matched healthy controls. Subjects completed detailed assessments of motor, cognitive, balance, autonomic and chemosensory (smell and taste) functions to determine their disease stage. We also obtained a saliva sample for profiling of microbial RNA and host mRNA using next generation sequencing. We found no differences in overall alpha and beta diversity between subject groups. However, changes in specific microbial taxa were observed, including primarily bacteria, but also yeast and phage. Nearly half of our findings were consistent with prior studies in the field obtained through profiling of fecal samples, with others representing highly novel candidates for detection of early stage PD. Testing of the diagnostic utility of the microbiome data revealed potentially robust performance with as few as 11 taxonomic features achieving a cross-validated area under the ROC curve of 0.90 and overall accuracy of 84.5%. Bioinformatic analysis of 167 different metabolic pathways supported shifts in a small set of distinct pathways involved in amino acid and energy metabolism among the organisms comprising the oral microbiome. In parallel with the microbial analysis, we also examined the evidence for changes in human salivary mRNAs in the same subjects. This revealed significant changes in a set of 9 host mRNAs, several of which mapped to various brain functions and showed correlations with some of the significantly changed microbial taxa. Unexpectedly, we also observed robust correlations between many of the microbiota and functional measures, including those reflecting cognition, balance, and disease duration. These results suggest that the oral microbiome may represent a highly-accessible and informative microenvironment that offers new insights in the pathophysiology of early stage PD.","2019-06-27","2022-06-27 16:29:01","2022-06-30 17:55:42","","","","6","14","","","","","","","","","","","","","","","","","Type: Article","","","","shotgun sequencing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HTPW7GM8","journalArticle","2018","Alexandra Garcia-Amado, M.; Shin, Hakdong; Sanz, Virginia; Lentino, Miguel; Margarita Martinez, L.; Contreras, Monica; Michelangeli, Fabian; Dominguez-Bello, Maria Gloria","Comparison of gizzard and intestinal microbiota of wild neotropical birds","PLOS ONE","","","10.1371/journal.pone.0194857","","Gut bacterial communities have been shown to be influenced by diet, host phylogeny and anatomy, but most of these studies have been done in captive animals. Here we compare the bacterial communities in the digestive tract of wild birds. We characterized the gizzard and intestinal microbiota among 8 wild Neotropical bird species, granivorous or frugivorous species of the orders Columbiformes and Passeriformes. We sequenced the V4 region of the 16S rRNA gene in 94 collected samples from 32 wild birds from 5 localities, and compared bacterial communities by foraging guild, organ, locality and bird taxonomy. 16S rRNA gene-based sequencing data were examined using QIIME with linear discriminant analysis effect size (LEfSe) and metabolic pathways were predicted using PICRUSt algorism. We identified 8 bacterial phyla, dominated by Firmicutes, Actinobacteria and Proteobacteria. Beta diversity analyses indicated significant separation of gut communities by bird orders (Columbiformes vs. Passerifomes) and between bird species (p<0.01). In lower intestine, PICRUSt shows a predominance of carbohydrate metabolism in granivorous birds and xenobiotics biodegradation pathways in frugivorous birds. Gizzard microbiota was significantly richer in granivorous, in relation to frugivorous birds (Chao 1; non-parametric t-test, p<0.05), suggesting a microbial gizzard function, beyond grinding food. The results suggest that the most important factor separating the bacterial community structure was bird taxonomy, followed by foraging guild. However, variation between localities is also likely to be important, but this could not been assessed with our study design.","2018-03-26","2022-06-27 16:29:01","2022-06-30 17:00:18","","","","3","13","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWVNTNRI","journalArticle","2021","Xiong, Lijing; Li, Yang; Li, Jing; Yang, Jing; Shang, Lihong; He, Xiaoqing; Liu, Lirong; Luo, Yurong; Xie, Xiaoli","Intestinal microbiota profiles in infants with acute gastroenteritis caused by rotavirus and norovirus infection: a prospective cohort study","INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES","","","10.1016/j.ijid.2021.08.024","","Objective: To compare the intestinal microbiota profiles in infants following rotavirus (RV) and human norovirus (HNoV) infection. Methods: Faecal specimens from 18 infants {mean age 11.8 months [standard deviation (SD) 3.0] months} with acute gastroenteritis caused by RV (G9P8) and 24 infants [mean age 8.8 (SD 6.4) months] with acute gastroenteritis caused by HNoV (GII) infection were collected prospectively. The faecal microbiome was assessed by 16S rRNA amplicon pyrosequencing. Alpha diversity, beta diversity, deferentially abundant taxa and microbial functions were assessed by bioinformatic analysis. Results: The Chao1 index for the HNoV group was significantly higher compared with the control group (P=0.0003), and was lower for the RV group compared with the HNoV group (P=0.0078). No significant difference in beta diversity was observed between the RV and HNoV groups. The RV group showed greater abundance of Actinobacteria at phylum level and Bifidobacterium spp., Streptococcus spp., Enterococcus spp. and Lactobacillus spp. at genus level. The HNoV group showed richness in Fusobacteria and Cyanobacteria at phylum level, and Enterococcus spp. and Streptococcus spp. at genus level. Bacillus was the characteristic genus in infected infants. In comparison with the control group, the viral group (P <= 0.01), the RV group (P=0.002) and the HNoV group (P <= 0.01) showed significant differences in potentially pathogenic bacteria. Conclusions: Changes in microbiotic structure were observed in infants following RV and HNoV infection. The Chao 1 index of alpha diversity increased significantly in the HNoV group. Bacillus was the characteristic genus in infected infants. An increase in pathogenic bacteria, particularly Streptococcus spp. and Enterococcus spp., was detected in infected infants. (C) 2021 The Authors. Published by Elsevier Ltd on behalf of International Society for Infectious Diseases.","2021-10","2022-06-27 16:29:01","2022-07-19 17:13:18","","76-84","","","111","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human gut; var-disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
