"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"I3EGWZET","journalArticle",2021,"Wu, Sikao; Ding, Xuewen; Kong, Ying; Acharya, Sanam; Wu, Huaqian; Huang, Chunning; Liang, Yuanyuan; Nong, Xianxian; Chen, Hong","The feature of cervical microbiota associated with the progression of cervical cancer among reproductive females","GYNECOLOGIC ONCOLOGY",NA,NA,"10.1016/j.ygyno.2021.08.016",NA,"Objectives. The aim of this study was to characterize cervical microbiome feature of reproductive-age women in the progression of squamous intraepithelial lesions (SIL) to cervical cancer. Methods. We characterized the 16S rDNA cervical mucus microbiome in 94 participants (age from 18 to 52), including 13 cervical cancer (CA), 31 high-grade SIL (HSIL), 10 low-grade SIL (LSIL), 12 HPV-infected (NH) patients and 28 healthy controls (NN). Alpha (within sample) diversity was examined by Shannon and Simpson index, while Beta (between sample) diversity by principle coordinate analysis (PCoA) of weighted Unifrac distances. Relative abundance of microbial taxa was compared using Linear Discriminant Analysis Effect Size (LEfSe). Co-occurrence analysis was performed to identify correlation among marker genera, and Phylogenetic investigation of communities by reconstruction of unobserved states (PICRUSt) to explore functional features and pathways of cervical microbiota. Results. Alpha diversity(p < 0.05) was higher in severer cervical pathology with lower relative abundance of Lactobacillus as well as higher of anaerobes. Beta diversity (p < 0.01) was significantly different. Marker genera were identified including Porphyromonas, Prevotella and Campylobacter of CA and Sneathia of HSIL. The correlation of differential functional pathways with Prevotella was opposite to that with Lactobacillus. Conclusion. Our study suggests differences in cervical microbiota diversity and relative abundance of reproductive-age females in different stages of cervical carcinogenesis. Marker genera might participate in the lesion progression and will be helpful for diagnosis, prevention and treatment. These findings may lead the way to further study of the cervical microbiome in development of cervical cancer. (c) 2021 The Authors. Published by Elsevier Inc. This is an open access article under the CC BY-NC-ND license (http:// creativecommons.org/licenses/by-nc-nd/4.0/).","2021-11","2022-06-27 16:29:00","2022-06-30 20:23:22",NA,"348-357",NA,"2",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-human vagina; var-disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UYL5EB6Y","journalArticle",2020,"Williams, Travis; Athrey, Giridhar","Cloacal Swabs Are Unreliable Sources for Estimating Lower Gastro-Intestinal Tract Microbiota Membership and Structure in Broiler Chickens","MICROORGANISMS",NA,NA,"10.3390/microorganisms8050718",NA,"The gastrointestinal microbiota of chickens plays a central role in health and performance. Cloacal swabs, due to their proximity to the ceca (a vital site of functional activity), are an alternative, non-invasive method used for assaying microbial communities and might be a viable option for longitudinal studies. In this study, the microbiota of twenty paired cecal content and cloacal swab samples representing two dietary treatments was assessed using 16S rRNA V4 hypervariable region sequencing and was analyzed using the MOTHUR pipeline, Phyloseq, and Vegan packages. Paired t-test and Wilcoxon signed-rank tests showed significant differences in the Chao1 index (p-value <0.0001 and p-value <0.0001, respectively) but not in the Inverse Simpson species diversity estimator (p-value = 0.06763 and p-value = 0.06021, respectively) between the cecal content and cloacal swabs. beta-diversity between the cloacal swabs and cecal microbiota also showed significant differences using PERMANOVA, HOMOVA, and weighted UniFrac testing (p-values < 0.001). Based on a paired sample analysis, this study provided evidence of the high inter-individual variation and randomness of cloacal microbiota, in contrast to cecal microbiota. Our findings indicated that cloacal swabs do not approximate the alpha or beta diversity of cecal samples and are not suitable for longitudinal studies of gut microbiota.","2020-05","2022-06-27 16:29:01","2022-06-29 17:12:08",NA,"",NA,"5",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-poultry gut; var-longitudinal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8KD2BRB5","journalArticle",2017,"Doan, Thuy; Arzika, Ahmed M.; Ray, Kathryn J.; Cotter, Sun Y.; Kim, Jessica; Maliki, Ramatou; Zhong, Lina; Zhou, Zhaoxia; Porco, Travis C.; Vanderschelden, Benjamin; Keenan, Jeremy D.; Lietman, Thomas M.","Gut Microbial Diversity in Antibiotic-Naive Children After Systemic Antibiotic Exposure: A Randomized Controlled Trial","CLINICAL INFECTIOUS DISEASES",NA,NA,"10.1093/cid/cix141",NA,"Background. Antibiotic exposure can alter the gut microbiome. We evaluate the effects of azithromycin on the gut microbiome diversity of children from an antibiotic-naive community in Niger. Methods. A population-based sample of 80 children aged 1-60 months in the Dosso region of Niger was randomized to receive a single dose of either oral azithromycin or placebo. Fecal samples were collected immediately before treatment and 5 days after treatment for 16S rRNA gene sequencing. The prespecified outcome was a-diversity (inverse Simpson's alpha-diversity index), with secondary outcomes of beta and gamma Simpson's and Shannon's diversities. Results. At 5 days after treatment, 40 children aged 1-60 months were analyzed in the azithromycin-treated group and 40 children in the placebo-treated group. Diversity of the gut microbiome was significantly lower in the treated group (inverse Simpson's a-diversity, 5.03; 95% confidence interval [CI], 4.08-6.14) than in the placebo group (6.91; 95% CI, 5.82-8.21; P = .03). Similarly, the Shannon's alpha-diversity was lower in the treated group (10.60; 95% CI, 8.82-12.36) than the placebo group (15.42; 95% CI, 13.24-17.80; P =.004). Simpson's community-level (gamma) diversity decreased with azithromycin exposure from 17.72 (95% CI, 13.80-20.21) to 10.10 (95% CI, 7.80-11.40; P =.00008), although beta-diversity was not significantly reduced (2.56, 95% CI, 1.88-3.12; to 2.01, 95% CI, 1.46-2.51; P = .26). Conclusions. Oral administration of azithromycin definitively decreases the diversity of the gut microbiome of children in an antibiotic-naive community.","2017-05-01","2022-06-27 16:29:01","2022-06-30 20:40:37",NA,"1147-1153",NA,"9",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-human gut; var-antibiotics; var-treatment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X9JZ9GXC","journalArticle",2020,"Wasser, Cory, I; Mercieca, Emily-Clare; Kong, Geraldine; Hannan, Anthony J.; McKeown, Sonja J.; Glikmann-Johnston, Yifat; Stout, Julie C.","Gut dysbiosis in Huntington's disease: associations among gut microbiota, cognitive performance and clinical outcomes","BRAIN COMMUNICATIONS",NA,NA,"10.1093/braincomms/fcaa110",NA,"Huntington's disease is characterized by a triad of motor, cognitive and psychiatric impairments, as well as unintended weight loss. Although much of the research has focused on cognitive, motor and psychiatric symptoms, the extent of peripheral pathology and the relationship between these factors, and the core symptoms of Huntington's disease, are relatively unknown. Gut microbiota are key modulators of communication between the brain and gut, and alterations in microbiota composition (dysbiosis) can negatively affect cognition, behaviour and affective function, and may be implicated in disease progression. Furthermore, gut dysbiosis was recently reported in Huntington's disease transgenic mice. Our main objective was to characterize the gut microbiome in people with Huntington's disease and determine whether the composition of gut microbiota are significantly related to clinical indicators of disease progression. We compared 42 Huntington's disease gene expansion carriers, including 19 people who were diagnosed with Huntington's disease (Total Functional Capacity > 6) and 23 in the premanifest stage, with 36 age- and gender-matched healthy controls. Participants were characterized clinically using a battery of cognitive tests and using results from 16S V3 to V4 rRNA sequencing of faecal samples to characterize the gut microbiome. For gut microbiome measures, we found significant differences in the microbial communities (beta diversity) based on unweighted UniFrac distance (P = 0.001), as well as significantly lower alpha diversity (species richness and evenness) between our combined Huntington's disease gene expansion carrier group and healthy controls (P = 0.001). We also found major shifts in the microbial community structure at Phylum and Family levels, and identified functional pathways and enzymes affected in our Huntington's disease gene expansion carrier group. Within the Huntington's disease gene expansion carrier group, we also discovered associations among gut bacteria, cognitive performance and clinical outcomes. Overall, our findings suggest an altered gut microbiome in Huntington's disease gene expansion carriers. These results highlight the importance of gut biomarkers and raise interesting questions regarding the role of the gut in Huntington's disease, and whether it may be a potential target for future therapeutic intervention.","2020","2022-06-27 16:29:01","2022-06-30 20:59:50",NA,"",NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-human gut; dist-unweighted UniFrac distance; var-disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLKNL8AW","journalArticle",2018,"Ghaly, Simon; Kaakoush, Nadeem O.; Lloyd, Frances; Gordon, Lavinia; Forest, Cynthia; Lawrance, Ian C.; Hart, Prue H.","Ultraviolet Irradiation of Skin Alters the Faecal Microbiome Independently of Vitamin D in Mice","NUTRIENTS",NA,NA,"10.3390/nu10081069",NA,"Reduced sunlight exposure has been associated with an increased incidence of Crohn's disease and ulcerative colitis. The effect of ultraviolet radiation (UVR) on the faecal microbiome and susceptibility to colitis has not been explored. C57Bl/6 female mice were fed three different vitamin D-containing diets for 24 days before half of the mice in each group were UV-irradiated (1 kJ/m(2)) for each of four days, followed by twice-weekly irradiation of shaved dorsal skin for 35 days. Faecal DNA was extracted and high-throughput sequencing of the 16S RNA gene performed. UV irradiation of skin was associated with a significant change in the beta-diversity of faeces compared to nonirradiated mice, independently of vitamin D. Specifically, members of phylum Firmicutes, including Coprococcus, were enriched, whereas members of phylum Bacteroidetes, such as Bacteroidales, were depleted. Expression of colonic CYP27B1 increased by four-fold and IL1 decreased by five-fold, suggesting a UVR-induced anti-inflammatory effect. UV-irradiated mice, however, were not protected against colitis induced by dextran sodium sulfate (DSS), although distinct faecal microbiome differences were documented post-DSS between UV-irradiated and nonirradiated mice. Thus, skin exposure to UVR alters the faecal microbiome, and further investigations to explore the implications of this in health and disease are warranted.","2018-08","2022-06-27 16:29:01","2022-07-19 17:15:53",NA,"",NA,"8",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-rodent gut; var-disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRH3RVFD","journalArticle",2021,"Valeris-Chacin, Robert; Pieters, Maria; Hwang, Haejin; Johnson, Timothy J.; Singer, Randall S.","Association of Broiler Litter Microbiome Composition and Campylobacter Isolation","FRONTIERS IN VETERINARY SCIENCE",NA,NA,"10.3389/fvets.2021.654927",NA,"Infection with Campylobacter species is one of the leading causes of bacterial diarrhea in humans in the US. Chickens, which become colonized on the farm, are important reservoirs of this bacterium. Campylobacter can establish itself in the broiler house via a variety of sources, can survive in the litter of the house, and possibly persist over successive flock cycles. However, the role of the broiler litter microbiome on Campylobacter persistence is not clear. A matched case-control study was conducted to determine whether the broiler litter microbiome composition was associated with Campylobacter isolation within the broiler house. Flocks were classified as cases when either Campylobacter jejuni or Campylobacter coli was isolated in boot sock samples, or as controls otherwise. Case and control flocks were matched at the broiler house level. Composite broiler litter samples were collected and used for DNA extraction and 16S rRNA gene V4 region sequencing. Reads were processed using the DADA2 pipeline to obtain a table of amplicon sequence variants. Alpha diversity and differential bacterial relative abundance were used as predictors of Campylobacter isolation status in conditional logistic regression models adjusting for flock age and sampling season. Beta diversity distances were used as regressors in stratified PERMANOVA with Campylobacter isolation status as predictor, and broiler house as stratum. When Campylobacter was isolated in boot socks, broiler litter microbiome richness and evenness were lower and higher, respectively, without reaching statistical significance. Campylobacter isolation status significantly explained a small proportion of the beta diversity (genus-level Aitchison dissimilarity distance). Clostridium and Anaerostipes were positively associated with Campylobacter isolation status, whereas Bifidobacterium, Anaerosporobacter, and Stenotrophomonas were negatively associated. Our results suggest the presence of bacterial interactions between Campylobacter and the broiler litter microbiome. The negative association of Campylobacter with Bifidobacterium, Anaerosporobacter, and Stenotrophomonas in litter could be potentially exploited as a pre-harvest control strategy.","2021-05-24","2022-06-27 16:29:01","2022-06-30 19:36:49",NA,"",NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-poultry litter; var-disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DYQ4UAQ4","journalArticle",2020,"Baker, Christopher A.; Lee, Shinyoung; De, Jaysankar; Jeong, Kwangcheol C.; Schneider, Keith R.","Survival ofEscherichia coliO157 in autoclaved and natural sandy soil mesocosms","PLOS ONE",NA,NA,"10.1371/journal.pone.0234562",NA,"While the soil microbiome may influence pathogen survival, determining the major contributors that reduce pathogen survival is inconclusive. This research was performed to determine the survival ofE.coliO157 in autoclaved and natural (unautoclaved) sandy soils. Soils were inoculated with three differentE.coliO157 strains (stx1+/stx2+,stx1-/stx2-,and stx1-/stx2+), and enumerated until extinction at 30 degrees C. There was a significant difference in the survival ofE.coliO157 based on soil treatment (autoclaved versus natural) at 30 degrees C on days 1 (P= 0.00022), 3, (P= 2.53e-14), 7 (P= 5.59e-16), 14 (P= 1.072e-12), 30 (P= 7.18e-9), and 56 (P= 0.00029), with greater survival in autoclaved soils. The time to extinction (two consecutive negative enrichments) for all three strains was 169 and 84 days for autoclaved and natural soils, respectively. A separateE.coliO157 trial supplemented with 16S rRNA gene sequencing of the soil microbiome was performed at 15 degrees C and 30 degrees C on days 0, 7, 14, and 28 for each soil treatment. Greater species richness (Chao1,P= 2.2e-16) and diversity (Shannon,P= 2.2e-16) was observed in natural soils in comparison with autoclaved soils. Weighted UniFrac (beta-diversity) showed a clear distinction between soil treatments (P= 0.001). The greatest reduction ofE.coliO157 was observed in natural soils at 30 degrees C, and several bacterial taxa positively correlated (relative abundance) with time (day 0 to 28) in these soils (P< 0.05), suggesting that the presence of those bacteria might cause the reduction ofE.coliO157. Taken together, a clear distinction inE.coliO157 survival, was observed between autoclaved and natural soils along with corresponding differences in microbial diversity in soil treatments. This research provides further insights into the bacterial taxa that may influenceE.coliO157 in soils.","2020-06-11","2022-06-27 16:29:01","2022-06-30 17:03:59",NA,"",NA,"6",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAQJHJRP","journalArticle",2018,"Dias, Juliana; Marcondes, Marcos Inacio; de Souza, Shirley Motta; da Mata e Silva, Barbara Cardoso; Noronha, Melline Fontes; Resende, Rafael Tassinari; Machado, Fernanda Samarini; Mantovani, Hilario Cuquetto; Dill-McFarland, Kimberly A.; Suen, Garret","Bacterial Community Dynamics across the Gastrointestinal Tracts of Dairy Calves during Preweaning Development","APPLIED AND ENVIRONMENTAL MICROBIOLOGY",NA,NA,"10.1128/AEM.02675-17",NA,"Microbial communities play critical roles in the gastrointestinal tracts (GIT) of preruminant calves by influencing performance and health. However, little is known about the establishment of microbial communities in the calf GIT or their dynamics during development. In this study, next-generation sequencing was used to assess changes in the bacterial communities of the rumen, jejunum, cecum, and colon in 26 crossbred calves at four developmental stages (7, 28, 49, and 63 days old). Alpha diversity differed among GIT regions with the lowest diversity and evenness in the jejunum, whereas no changes in alpha diversity were observed across developmental stage. Beta diversity analysis showed both region and age effects, with low numbers of operational taxonomic units (OTUs) shared between regions within a given age group or between ages in a given region. Taxonomic analysis revealed that several taxa coexisted in the rumen, jejunum, cecum, and colon but that their abundances differed considerably by GIT region and age. As calves aged, we observed lower abundances of taxa such as Bacteroides, Parabacteroides, and Paraprevotella with higher abundances of Bulleidia and Succiniclasticum in the rumen. The jejunum also displayed taxonomic changes with increases in Clostridiaceae and Turicibacter taxa in older calves. In the lower gut, taxa such as Lactobacillus, Blautia, and Faecalibacterium decreased and S24-7, Paraprevotella, and Prevotella increased as calves aged. These data support a model whereby early and successive colonization by bacteria occurs across the GIT of calves and provides insights into the temporal dynamics of the GIT microbiota of dairy calves during preweaning development. IMPORTANCE The gastrointestinal tracts (GIT) of ruminants, such as dairy cows, house complex microbial communities that contribute to their overall health and support their ability to produce milk. For example, the rumen microbiota converts feed into usable nutrients, while the jejunal microbiota provides access to protein. Thus, establishing a properly functioning GIT microbiota in dairy calves is critical to their productivity as adult cows. However, little is known about the establishment, maintenance, and dynamics of the calf GIT microbiota in early life. In this study, we evaluated the bacterial communities in the rumen, jejunum, cecum, and colon in dairy calves across preweaning development and show that they are highly variable early on in life before transitioning to a stable community. Understanding the dairy calf GIT microbiota has implications for ensuring proper health during early life and will aid in efforts to develop strategies for improving downstream production.","2018-05","2022-06-27 16:29:01","2022-07-01 16:16:46",NA,"",NA,"9",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-cattle rumen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JHBR5ARF","journalArticle",2022,"Lommi, Sohvi; Manzoor, Muhammed; Engberg, Elina; Agrawal, Nitin; Lakka, Timo A.; Leinonen, Jukka; Kolho, Kaija-Leena; Viljakainen, Heli","The Composition and Functional Capacities of Saliva Microbiota Differ Between Children With Low and High Sweet Treat Consumption","FRONTIERS IN NUTRITION",NA,NA,"10.3389/fnut.2022.864687",NA,"Excess sugar consumption-common in youth-is associated with poor health. Evidence on the relationship between sugar consumption and the oral microbiome, however, remains scarce and inconclusive. We explored whether the diversity, composition, and functional capacities of saliva microbiota differ based on the consumption of select sugary foods and drinks (”sweet treats”). Using 16S rRNA gene sequencing, we characterized saliva microbiota from 11 to 13-year-old children who participated in the Finnish Health in Teens (Fin-HIT) cohort study. The sample comprised children in the lowest (n = 227) and highest (n = 226) tertiles of sweet treat consumption. We compared differences in the alpha diversity (Shannon, inverse Simpson, and Chao1 indices), beta diversity (principal coordinates analysis based on Bray-Curtis dissimilarity), and abundance (differentially abundant operational taxonomic units (OTUs) at the genus level) between these low and high consumption groups. We performed PICRUSt2 to predict the metabolic pathways of microbial communities. No differences emerged in the alpha diversity between low and high sweet treat consumption, whereas the beta diversity differed between groups (p = 0.001). The abundance of several genera such as Streptococcus, Prevotella, Veillonella, and Selenomonas was higher in the high consumption group compared with the low consumption group following false discovery rate correction (p < 0.05). Children with high sweet treat consumption exhibited higher proportions of nitrate reduction IV and gondoate biosynthesis pathways compared with the low consumption group (p < 0.05). To conclude, sweet treat consumption shapes saliva microbiota. Children who consume a high level of sweet treats exhibited different compositions and metabolic pathways compared with children who consume low levels of sweet treats. Our findings reveal novel insights into the relationship between sugary diets and oral microbiota.","2022-04-25","2022-06-27 16:29:02","2022-07-19 15:18:29",NA,"",NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-human oral; var-diet; var-disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZ4ASDJC","journalArticle",2020,"Adriansjach, Julie; Baum, Scott T.; Lefkowitz, Elliot J.; Van der Pol, William J.; Buford, Thomas W.; Colman, Ricki J.","Age-Related Differences in the Gut Microbiome of Rhesus Macaques","JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES",NA,NA,"10.1093/gerona/glaa048",NA,"Aging is a multifactorial process characterized by progressive changes in gut physiology and the intestinal mucosal immune system. These changes, along with alterations in lifestyle, diet, nutrition, inflammation and immune function alter both composition and stability of the gut microbiota. Given the impact of environmental influences on the gut microbiota, animal models are particularly useful in this field. To understand the relationship between the gut microbiota and aging in nonhuman primates, we collected fecal samples from 20 male and 20 female rhesus macaques (Macaca mulatta), across the natural macaque age range, for 16S rRNA gene analyses. Operational taxonomic units were then grouped together to summarize taxon abundance at different hierarchical levels of classification and alpha- and beta-diversity were calculated. There were no age or sex differences in alpha diversity. At the phylum level, relative abundance of Proteobacteria and Firmicutes and Firmicutes to Bacteriodetes ratio were different between age groups though significance disappeared after correction for multiple comparisons. At the class level, relative abundance of Firmicutes_Bacilli decreased and Proteobacteria_Alphaproteobacteria and Proteobacteria_Betaproteobacteria increased with each successively older group. Only differences in Firmicutes_Bacilli remained significant after correction for multiple comparisons. No sex differences were identified in relative abundances after correction for multiple comparisons. Our results are not surprising given the known impact of environmental factors on the gut microbiota.","2020-07","2022-06-27 16:29:02","2022-06-30 18:43:44",NA,"1293-1298",NA,"7, SI",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-primate gut; var-age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CI35H55Z","journalArticle",2020,"Pedrosa-Gerasmio, Ivane R.; Nozaki, Reiko; Kondo, Hidehiro; Hirono, Ikuo","Gut bacterial community profile in Pacific white shrimpLitopenaeus vannameifollowing 5-aminolevulinic acid supplementation","AQUACULTURE RESEARCH",NA,NA,"10.1111/are.14750",NA,"Changes in the diet have been previously reported to alter the gut bacterial profile in several organisms, including shrimp. These shifts in microbial structure either promote beneficial effects to the host or cause diseases. Supplementation of 5-aminolevulinic acid (5-ALA), the precursor of tetrapyrroles, has been previously reported to enhance shrimp's immune response. To know whether 5-ALA has effects on the gut bacterial structure in Pacific white shrimp (Litopenaeus vannamei), we investigated the bacterial communities in the intestine and stomach ofL. vannameiusing high-throughput Illumina sequencing of 16S rRNA gene libraries. One week of 5-ALA supplementation altered the bacterial community structure (beta diversity) in both tissues, as shown by the results of multi-dimensional scaling (MDS) plots and analysis of similarities (ANOSIM). DESeq2 analysis revealed enrichment of differentially abundant taxa in the 5-ALA group (e.g.EnhydrobacterandOceaniovalibus) and control group (e.g.TenacibaculumandMycobacterium). Metagenomic predictions suggested that the control group had more KEGG pathways associated with `metabolism' than the 5-ALA group. This study suggests that 5-ALA supplementation potentially promotes the formation of a beneficial bacterial community structure in shrimp. This is the first report on the effect of 5-ALA supplementation on the bacterial community profile in any organism.","2020-10","2022-06-27 16:29:02","2022-07-19 17:18:14",NA,"4075-4086",NA,"10",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-shrimp gut; var-treatment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77H7UXLJ","journalArticle",2018,"Dinleyici, Ener C.; Martinez-Martinez, Daniel; Kara, Ates; Karbuz, Adem; Dalgic, Nazan; Metin, Ozge; Yazar, Ahmet S.; Guven, Sirin; Kurugol, Zafer; Turel, Ozden; Kucukkoc, Mehmet; Yasa, Olcay; Eren, Makbule; Ozen, Metehan; Manuel Marti, Jose; Garay, Carlos P.; Vandenplas, Yvan; Moya, Andres","Time Series Analysis of the Microbiota of Children Suffering From Acute Infectious Diarrhea and Their Recovery After Treatment","FRONTIERS IN MICROBIOLOGY",NA,NA,"10.3389/fmicb.2018.01230",NA,"Gut microbiota is closely related to acute infectious diarrhea, one of the leading causes of mortality and morbidity in children worldwide. Understanding the dynamics of the recovery from this disease is of clinical interest. This work aims to correlate the dynamics of gut microbiota with the evolution of children who were suffering from acute infectious diarrhea caused by a rotavirus, and their recovery after the administration of a probiotic, Saccharomyces boulardii CNCM I-745. The experiment involved 10 children with acute infectious diarrhea caused by a rotavirus, and six healthy children, all aged between 3 and 4 years. The children who suffered the rotavirus infection received S. boulardii CNCM I-745 twice daily for the first 5 days of the experiment. Fecal samples were collected from each participant at 0, 3, 5, 10, and 30 days after probiotic administration. Microbial composition was characterized by 16S rRNA gene sequencing. Alpha and beta diversity were calculated, along with dynamical analysis based on Taylor's law to assess the temporal stability of the microbiota. All children infected with the rotavirus stopped having diarrhea at day 3 after the intervention. We observed low alpha diversities in the first 5 days (p-value <0.05, Wilcoxon test), larger at 10 and 30 days after probiotic treatment. Canonical correspondence analysis (CCA) showed differences in the gut microbiota of healthy children and of those who suffered from acute diarrhea in the first days (p-value <0.05, ADONIS test), but not in the last days of the experiment. Temporal variability was larger in children infected with the rotavirus than in healthy ones. In particular, Gammaproteobacteria class was found to be abundant in children with acute diarrhea. We identified the microbiota transition from a diseased state to a healthy one with time, whose characterization may lead to relevant clinical data. This work highlights the importance of using time series for the study of dysbiosis related to diarrhea.","2018-06-12","2022-06-27 16:29:02","2022-07-19 18:21:09",NA,"",NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-human gut; var-disease; var-longitudinal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
